Orthogroup	Wisteria	Phaseolus
OG0006075	SPADES.k25.NODE_17948_length_2730_cov_57.631793_g6931_i0.p1, TransABySS.k35.R786748.p1, TransABySS.k35.J820445.p1	TRINITY_DN9108_c0_g1_i3.p1
OG0006076	TransABySS.k35.R790919.p1	TransABySS.k35.J262529.p1, SPADES.k25.NODE_5315_length_2815_cov_82.453047_g2973_i0.p1
OG0006078	TransABySS.k35.S841319.p1	TransABySS.k65.R183188.p2, SOAP.k25.scaffold2496.p1, SPADES.k25.NODE_3241_length_3260_cov_75.496754_g432_i3.p1
OG0006079	SPADES.k35.NODE_11304_length_3376_cov_95.872194_g4097_i1.p1, TransABySS.k55.S581139.p1	TRINITY_DN14765_c0_g1_i1.p1, TRINITY_DN14765_c0_g1_i3.p1
OG0006081	TRINITY_DN5728_c0_g1_i4.p1	SPADES.k25.NODE_27049_length_1324_cov_22.798306_g13458_i0.p1, TRINITY_DN2192_c1_g1_i3.p1, TRINITY_DN2192_c1_g1_i1.p1
OG0006082	TransABySS.k25.R1162842.p1	TRINITY_DN31722_c0_g1_i13.p1, TransABySS.k55.R197787.p1
OG0006083	TransABySS.k25.S1160981.p1	SPADES.k35.NODE_4195_length_2968_cov_74.205592_g2558_i0.p2
OG0006084	SPADES.k25.NODE_35991_length_1979_cov_68.527124_g8101_i2.p1	SPADES.k45.NODE_17334_length_1649_cov_73.359102_g10116_i0.p1, TransABySS.k25.R358038.p1
OG0006085	TRINITY_DN1851_c0_g1_i11.p1, TransABySS.k65.S414718.p1	TRINITY_DN38875_c0_g1_i9.p1
OG0006086	SPADES.k55.NODE_314_length_7559_cov_74.911114_g172_i1.p1, TRINITY_DN1733_c0_g1_i12.p1	SPADES.k65.NODE_59_length_7435_cov_61.136771_g34_i1.p1
OG0006087	TRINITY_DN7501_c0_g1_i4.p1	TRINITY_DN54388_c0_g1_i1.p1, TRINITY_DN26189_c0_g1_i1.p1, TRINITY_DN3103_c0_g1_i14.p2
OG0006087	SPADES.k25.NODE_98347_length_689_cov_13.176205_g39825_i0.p1	SPADES.k25.NODE_50372_length_588_cov_18.696270_g26351_i0.p2
OG0006088	TRINITY_DN4369_c0_g1_i5.p1	TRINITY_DN4831_c0_g1_i2.p1
OG0006090	TRINITY_DN17550_c0_g1_i9.p1, TransABySS.k25.R1163047.p1	TRINITY_DN31294_c0_g1_i1.p1
OG0006092	SPADES.k55.NODE_3136_length_4702_cov_63.284700_g51_i7.p2, SPADES.k25.NODE_108749_length_538_cov_6.898635_g47960_i0.p1, TransABySS.k25.S1212061.p3	TransABySS.k25.R358577.p1
OG0006093	TRINITY_DN843_c0_g1_i8.p1	TransABySS.k25.R358792.p2
OG0006094	TransABySS.k55.S490104.p1	TRINITY_DN1596_c0_g1_i1.p1
OG0006095	SOAP.k55.C479689.p1, SPADES.k25.NODE_129337_length_322_cov_6.606061_g67675_i0.p1	TRINITY_DN60062_c0_g1_i1.p1
OG0006096	TRINITY_DN1231_c0_g1_i5.p1	TransABySS.k35.S254563.p1
OG0006097	SOAP.k65.C331493.p1	SPADES.k25.NODE_37606_length_952_cov_46.090615_g18300_i0.p1
OG0006102	SPADES.k45.NODE_64733_length_1187_cov_69.763573_g18161_i1.p1	Velvet.k55.NODE_172308_length_482_cov_48.587135.p1
OG0006102	TransABySS.k25.R1205117.p1	SPADES.k25.NODE_30785_length_1180_cov_65.208658_g15097_i0.p1
OG0006103	SOAP.k55.scaffold35811.p1, SOAP.k65.C339311.p1	SOAP.k35.C261456.p1
OG0006110	SPADES.k25.NODE_68881_length_1192_cov_86.448158_g17187_i2.p1	TRINITY_DN23361_c0_g1_i1.p1, SPADES.k25.NODE_44918_length_738_cov_52.624123_g22386_i0.p1, SOAP.k45.scaffold7643.p1
OG0006111	SOAP.k55.scaffold27913.p1	SOAP.k55.C107606.p1, TRINITY_DN15723_c0_g1_i2.p1
OG0006113	SPADES.k25.NODE_72743_length_1119_cov_490.873857_g25741_i0.p1	TRINITY_DN49815_c2_g1_i1.p1
OG0006113	TRINITY_DN30592_c8_g1_i2.p1	SPADES.k25.NODE_21760_length_1550_cov_426.923934_g11102_i0.p2, TRINITY_DN33700_c9_g1_i1.p1
OG0006115	SOAP.k55.C505119.p1	SPADES.k25.NODE_34258_length_1062_cov_25.206365_g16701_i0.p1
OG0006135	TRINITY_DN13947_c0_g1_i8.p1	SPADES.k65.NODE_47571_length_390_cov_42.104615_g34560_i0.p1
OG0006135	SPADES.k65.NODE_112844_length_310_cov_6.228571_g68880_i0.p1	TRINITY_DN1663_c0_g1_i22.p1
OG0006135	SPADES.k25.NODE_111815_length_499_cov_203.189873_g50656_i0.p1	SPADES.k55.NODE_42773_length_513_cov_50.248908_g27180_i0.p1
OG0006135	TRINITY_DN68706_c0_g1_i2.p1	SPADES.k65.NODE_45488_length_420_cov_43.394366_g32477_i0.p1, TransABySS.k65.S194605.p1
OG0006138	TRINITY_DN18606_c1_g1_i1.p1	SPADES.k35.NODE_420_length_5180_cov_110.406414_g262_i0.p1
OG0006157	Velvet.k35.NODE_3054762_length_546_cov_13.386447.p1, SOAP.k55.C388133.p1, TransABySS.k45.S156649.p1, TransABySS.k65.S402985.p1, SPADES.k35.NODE_38937_length_1947_cov_11.925209_g1790_i2.p1, SOAP.k55.C502589.p1, Velvet.k45.NODE_291447_length_942_cov_11.659236.p1, SPADES.k25.NODE_106592_length_569_cov_5.079044_g46165_i0.p1, TransABySS.k25.S1206306.p1, TRINITY_DN20161_c2_g1_i1.p1	TRINITY_DN24184_c0_g1_i1.p1
OG0006178	TransABySS.k65.R393626.p1	TRINITY_DN22861_c2_g1_i6.p1
OG0006179	Velvet.k25.NODE_8854816_length_332_cov_9.072289.p1	Velvet.k65.NODE_187028_length_264_cov_16.337122.p1
OG0006180	TRINITY_DN16536_c0_g1_i2.p1, TransABySS.k25.S1221812.p1	SPADES.k45.NODE_29966_length_1059_cov_77.776134_g12242_i1.p1
OG0006181	TRINITY_DN4045_c0_g1_i1.p1, TransABySS.k25.S1210761.p1, TRINITY_DN4045_c0_g1_i24.p1	SPADES.k55.NODE_28199_length_1042_cov_58.633232_g15342_i1.p1
OG0006182	SPADES.k65.NODE_10826_length_3168_cov_55.181760_g5358_i0.p1	SPADES.k25.NODE_14064_length_1961_cov_64.173037_g7506_i0.p1, TRINITY_DN22657_c1_g1_i1.p1, SPADES.k25.NODE_14064_length_1961_cov_64.173037_g7506_i0.p3
OG0006183	TRINITY_DN10608_c0_g2_i6.p2, SOAP.k65.C359841.p1, SPADES.k35.NODE_5039_length_4271_cov_78.613314_g373_i7.p1	TRINITY_DN1119_c0_g1_i2.p1, SOAP.k25.C539686.p1
OG0006184	TransABySS.k25.R1187467.p1	TRINITY_DN1601_c0_g2_i1.p1
OG0006185	TransABySS.k25.R1176303.p1	SOAP.k45.C203261.p1
OG0006186	SOAP.k55.C500613.p1	TRINITY_DN249_c1_g1_i2.p1
OG0006186	Velvet.k65.NODE_517626_length_991_cov_74.775986.p1	SOAP.k55.C134234.p1
OG0006189	TransABySS.k45.J639883.p1	SOAP.k65.C81172.p1, SPADES.k25.NODE_9935_length_2275_cov_54.220889_g5426_i0.p1
OG0006191	SPADES.k55.NODE_57148_length_1278_cov_8.647588_g21542_i0.p1	SPADES.k55.NODE_47810_length_421_cov_6.355191_g32177_i0.p1
OG0006194	TRINITY_DN2992_c0_g1_i16.p1	TRINITY_DN10766_c0_g1_i1.p1
OG0006197	TransABySS.k45.S630863.p1	TRINITY_DN16440_c0_g2_i2.p1
OG0006198	SOAP.k25.C1277896.p1	TRINITY_DN24402_c0_g1_i1.p1
OG0006199	TRINITY_DN2857_c1_g3_i3.p4, SOAP.k55.C502867.p2	Velvet.k55.NODE_214074_length_435_cov_73.282761.p1, TRINITY_DN4182_c0_g2_i8.p2
OG0006200	SPADES.k25.NODE_4337_length_4219_cov_97.025513_g94_i6.p1, TRINITY_DN1967_c1_g1_i1.p1, SOAP.k55.C519223.p1	SPADES.k25.NODE_2157_length_3621_cov_81.005284_g1222_i0.p1
OG0006201	TransABySS.k45.R623896.p1	SPADES.k25.NODE_10441_length_2231_cov_64.842702_g5698_i0.p1
OG0006202	SOAP.k45.C600306.p1	TRINITY_DN50820_c0_g1_i1.p1
OG0006204	TransABySS.k35.S781780.p1	SOAP.k65.C99188.p1
OG0006205	TransABySS.k45.S671162.p1	Velvet.k55.NODE_212995_length_1410_cov_44.663120.p1
OG0006206	SOAP.k25.scaffold3090.p1	TRINITY_DN8331_c0_g1_i3.p1
OG0006207	TRINITY_DN3573_c2_g1_i20.p1	TRINITY_DN5478_c0_g1_i25.p1
OG0006209	SOAP.k65.C301119.p1	TransABySS.k35.S267390.p1
OG0006210	SPADES.k25.NODE_122330_length_386_cov_34.545706_g60686_i0.p1	TRINITY_DN1479_c1_g1_i3.p1, TRINITY_DN1479_c1_g1_i4.p1
OG0006212	TransABySS.k25.J1175236.p1	Velvet.k55.NODE_227020_length_1178_cov_64.848900.p1
OG0006213	TransABySS.k55.S570703.p1	TransABySS.k35.R252933.p1
OG0006214	TransABySS.k25.S596682.p1	SOAP.k55.C127901.p1
OG0006215	TRINITY_DN488_c0_g1_i6.p1, SPADES.k35.NODE_14903_length_3069_cov_40.117996_g6177_i0.p1	SPADES.k25.NODE_40191_length_873_cov_22.173349_g19635_i0.p1
OG0006216	SPADES.k25.NODE_35900_length_1982_cov_108.174757_g1369_i13.p1	TRINITY_DN21626_c0_g1_i1.p1
OG0006218	TRINITY_DN2341_c0_g1_i9.p1	TRINITY_DN40855_c0_g1_i3.p1
OG0006219	TransABySS.k35.R780823.p1	TRINITY_DN1523_c0_g1_i31.p1, SPADES.k35.NODE_330_length_5416_cov_85.050177_g207_i0.p3
OG0006220	SPADES.k35.NODE_9339_length_3598_cov_74.412293_g2912_i3.p3, Velvet.k45.NODE_550721_length_360_cov_73.080559.p1, TRINITY_DN1873_c1_g2_i2.p4	Velvet.k45.NODE_724576_length_450_cov_70.028893.p1, TransABySS.k55.S213937.p3, TransABySS.k25.R365040.p3
OG0006221	TransABySS.k55.R496548.p1	TransABySS.k25.S72779.p1
OG0006222	TRINITY_DN120865_c0_g1_i1.p1	TRINITY_DN1664_c0_g1_i3.p1, SOAP.k55.C111660.p1
OG0006223	TransABySS.k35.S841396.p1	SPADES.k55.NODE_5848_length_2570_cov_57.690258_g3823_i0.p2, TRINITY_DN2675_c0_g1_i1.p2
OG0006224	TransABySS.k45.S635182.p1	Velvet.k65.NODE_179002_length_1978_cov_67.734077.p1, TRINITY_DN1085_c0_g2_i1.p1
OG0006226	SPADES.k25.NODE_4739_length_4124_cov_66.027080_g626_i2.p1	TRINITY_DN7179_c0_g1_i3.p1, SPADES.k25.NODE_47202_length_673_cov_24.131173_g23963_i0.p1
OG0006227	SPADES.k35.NODE_41362_length_1871_cov_87.901961_g12561_i1.p1	TRINITY_DN20159_c0_g1_i2.p1
OG0006228	TRINITY_DN9541_c0_g1_i1.p1	SPADES.k25.NODE_46916_length_681_cov_44.038110_g23754_i0.p2, TRINITY_DN9243_c0_g1_i1.p1
OG0006229	SPADES.k25.NODE_70472_length_1162_cov_41.232190_g24766_i0.p1	TRINITY_DN5817_c0_g1_i3.p1
OG0006229	TRINITY_DN1440_c0_g1_i49.p1	SPADES.k55.NODE_9954_length_2093_cov_50.838077_g6399_i0.p1
OG0006230	TRINITY_DN420_c0_g1_i26.p1	TRINITY_DN2813_c0_g1_i1.p1
OG0006231	TransABySS.k65.R395701.p1	SOAP.k55.C137250.p1, TRINITY_DN3679_c0_g1_i2.p1, TRINITY_DN3679_c0_g1_i2.p2
OG0006232	SPADES.k25.NODE_100373_length_658_cov_81.933649_g41305_i0.p1	TransABySS.k25.S98403.p1, SPADES.k35.NODE_55360_length_403_cov_29.163043_g33898_i0.p1
OG0006233	TransABySS.k25.R1162066.p1	TransABySS.k25.R361669.p1
OG0006234	TransABySS.k45.S649789.p1, TransABySS.k65.R402403.p1	TRINITY_DN3714_c0_g1_i4.p1
OG0006235	SOAP.k35.C756149.p1	SOAP.k65.C88728.p1, TRINITY_DN2040_c0_g1_i8.p1
OG0006236	TransABySS.k55.R487942.p1	SOAP.k35.C270847.p1, SPADES.k25.NODE_35264_length_1028_cov_23.462612_g17180_i0.p1
OG0006237	SOAP.k35.scaffold36955.p1	TRINITY_DN15256_c0_g2_i1.p1, Velvet.k55.NODE_64552_length_1605_cov_51.882866.p1, SPADES.k25.NODE_9299_length_2329_cov_61.184896_g5083_i0.p1
OG0006238	SPADES.k25.NODE_2280_length_4877_cov_114.433017_g268_i1.p1, TransABySS.k25.S1190762.p1	SPADES.k55.NODE_15562_length_1678_cov_46.167591_g9681_i0.p1, TRINITY_DN3808_c0_g1_i8.p1, TRINITY_DN23414_c0_g1_i1.p1, SPADES.k25.NODE_59874_length_396_cov_5.226415_g35169_i0.p1
OG0006239	SPADES.k45.NODE_46445_length_1663_cov_101.936341_g10032_i6.p1	SOAP.k45.C197979.p1
OG0006240	TransABySS.k25.J1177879.p1	TRINITY_DN11633_c2_g1_i10.p1
OG0006241	SPADES.k35.NODE_28250_length_2329_cov_37.018309_g10807_i0.p2, TransABySS.k25.R1175187.p1	TRINITY_DN11946_c0_g2_i2.p1
OG0006242	TransABySS.k65.R392416.p1	TRINITY_DN20345_c0_g1_i3.p1
OG0006243	TRINITY_DN1371_c0_g1_i1.p1, SOAP.k65.C362015.p1	SPADES.k35.NODE_1038_length_4222_cov_88.532601_g662_i0.p1
OG0006244	TransABySS.k55.R497660.p1	SPADES.k35.NODE_449_length_5098_cov_85.821845_g280_i0.p1
OG0006245	TransABySS.k55.S553646.p1	TransABySS.k35.S174562.p1
OG0006246	SOAP.k35.scaffold14230.p1	TransABySS.k35.R256858.p1
OG0006247	SPADES.k25.NODE_5595_length_3947_cov_116.945436_g1956_i1.p1, SOAP.k55.scaffold21837.p1, SPADES.k25.NODE_96501_length_716_cov_91.856729_g38567_i0.p2	SPADES.k25.NODE_1854_length_3770_cov_97.741789_g914_i1.p1
OG0006249	TransABySS.k25.R1186833.p1	SPADES.k25.NODE_28545_length_1267_cov_79.529791_g14121_i0.p1
OG0006250	TRINITY_DN6303_c1_g1_i14.p1	TransABySS.k35.R256522.p1
OG0006251	SPADES.k35.NODE_46041_length_1736_cov_42.756614_g16308_i0.p1	SPADES.k25.NODE_36402_length_992_cov_39.410548_g17727_i0.p1
OG0006252	TransABySS.k25.R1162512.p2, TransABySS.k55.S564674.p1	TransABySS.k25.J358919.p1
OG0006253	TRINITY_DN4710_c0_g1_i16.p1	TRINITY_DN80_c0_g2_i1.p1, SOAP.k45.C204723.p1
OG0006254	TransABySS.k25.R1187429.p1	SPADES.k25.NODE_16806_length_1798_cov_96.446136_g3081_i1.p1, SOAP.k65.C96112.p1, SPADES.k25.NODE_23160_length_1487_cov_103.596443_g3081_i4.p1
OG0006255	SOAP.k35.C774375.p1	TRINITY_DN18956_c0_g1_i2.p1
OG0006257	TransABySS.k35.J778126.p1	SPADES.k35.NODE_1697_length_3781_cov_68.735184_g1057_i0.p2, SPADES.k65.NODE_13291_length_1757_cov_55.567376_g4843_i1.p1
OG0006258	TransABySS.k35.S369445.p1, SOAP.k65.C360333.p1	SPADES.k25.NODE_5224_length_2830_cov_86.721925_g2925_i0.p1
OG0006259	TransABySS.k55.S538349.p1	TransABySS.k25.R365658.p1
OG0006260	SPADES.k35.NODE_76829_length_995_cov_70.996875_g27037_i0.p1, TransABySS.k55.R492745.p1	TRINITY_DN4637_c0_g1_i21.p1
OG0006261	TransABySS.k45.S662750.p1, TransABySS.k45.R604151.p1	SPADES.k25.NODE_28903_length_1252_cov_90.920945_g14263_i0.p1
OG0006262	TRINITY_DN5207_c0_g1_i2.p1	TRINITY_DN2289_c0_g1_i4.p1
OG0006263	SPADES.k25.NODE_34941_length_2012_cov_104.878712_g6804_i4.p1	TransABySS.k25.S389457.p1
OG0006264	TRINITY_DN39014_c0_g1_i6.p1	SOAP.k45.C196911.p1, SPADES.k45.NODE_14767_length_1807_cov_65.528944_g8765_i0.p1
OG0006266	TransABySS.k65.R391707.p1, TransABySS.k25.R1161800.p1	TransABySS.k65.R178531.p1
OG0006267	TRINITY_DN18544_c0_g1_i9.p1	SPADES.k55.NODE_23049_length_1273_cov_33.198686_g12467_i1.p1, SPADES.k25.NODE_49267_length_618_cov_18.537943_g25482_i0.p1, SPADES.k35.NODE_59939_length_332_cov_18.282828_g38472_i0.p1
OG0006268	SPADES.k45.NODE_69865_length_1069_cov_120.709961_g2673_i5.p1, SPADES.k25.NODE_80954_length_973_cov_175.275316_g29539_i0.p1	TransABySS.k45.R215788.p1
OG0006269	TRINITY_DN378_c2_g1_i1.p1, TransABySS.k45.S691198.p1	TransABySS.k35.S258550.p1
OG0006270	SPADES.k25.NODE_107025_length_562_cov_6.985102_g46533_i0.p1	TRINITY_DN36923_c0_g1_i1.p1
OG0006271	TRINITY_DN5032_c0_g1_i3.p1	TRINITY_DN887_c0_g1_i4.p1, SOAP.k45.C202081.p1
OG0006272	SPADES.k55.NODE_62521_length_1143_cov_57.989890_g23614_i0.p1	SPADES.k35.NODE_48031_length_550_cov_40.433010_g26814_i0.p1
OG0006273	SOAP.k55.C514153.p1	TRINITY_DN6232_c0_g1_i1.p1
OG0006274	SPADES.k35.NODE_72666_length_1084_cov_74.307912_g25216_i0.p1	Velvet.k55.NODE_324247_length_589_cov_56.288624.p1
OG0006275	SPADES.k35.NODE_42145_length_1848_cov_81.030888_g15181_i0.p1	TRINITY_DN949_c1_g1_i13.p1
OG0006276	TransABySS.k35.J790705.p1	TRINITY_DN17360_c0_g3_i1.p1
OG0006277	TransABySS.k25.R1182914.p1	SPADES.k45.NODE_14329_length_1835_cov_96.505028_g8555_i0.p1
OG0006278	TRINITY_DN2810_c1_g1_i2.p1	TRINITY_DN4082_c0_g1_i1.p1, TRINITY_DN4082_c0_g1_i10.p1
OG0006280	SPADES.k35.NODE_200_length_8164_cov_90.837126_g60_i1.p1	TRINITY_DN24745_c1_g2_i1.p1
OG0006281	TransABySS.k65.S119692.p1	TransABySS.k25.S366561.p1
OG0006282	TransABySS.k65.S443111.p1	TRINITY_DN4252_c0_g1_i5.p1
OG0006284	TransABySS.k55.R498457.p1	SOAP.k55.C127161.p1
OG0006285	SOAP.k55.C513951.p1	TRINITY_DN20795_c0_g1_i1.p1
OG0006286	TransABySS.k45.R604371.p1, SPADES.k35.NODE_13092_length_3212_cov_70.653447_g5542_i0.p1	TRINITY_DN5577_c0_g1_i5.p1
OG0006287	SOAP.k35.C777061.p1	TransABySS.k35.S253906.p1, TRINITY_DN3825_c0_g2_i6.p2
OG0006288	TransABySS.k25.R1175508.p1	SPADES.k25.NODE_5612_length_2767_cov_73.009117_g2026_i2.p1
OG0006289	Velvet.k65.NODE_955428_length_1186_cov_34.811974.p1	TRINITY_DN10555_c0_g1_i1.p1
OG0006291	SOAP.k35.C784381.p1	SPADES.k25.NODE_13132_length_2022_cov_91.524286_g6417_i1.p1
OG0006292	TransABySS.k45.R605402.p1	TransABySS.k25.S354917.p1
OG0006293	SOAP.k45.scaffold39104.p1	TRINITY_DN7882_c0_g1_i3.p1, TRINITY_DN7882_c0_g1_i3.p2
OG0006294	TransABySS.k25.R1184563.p1	SPADES.k25.NODE_22873_length_1500_cov_73.701017_g11616_i0.p1
OG0006299	TransABySS.k35.R775810.p1	SPADES.k25.NODE_53103_length_522_cov_28.670020_g28699_i0.p1, TRINITY_DN54218_c0_g1_i1.p1
OG0006300	TransABySS.k65.R399660.p1	TRINITY_DN598_c0_g1_i10.p1, TransABySS.k25.R360781.p1
OG0006302	TransABySS.k35.R837313.p1	SPADES.k25.NODE_31599_length_1155_cov_69.723894_g15460_i0.p1
OG0006303	SOAP.k35.scaffold38115.p1	TransABySS.k55.R191026.p1, TransABySS.k45.S218565.p1
OG0006304	SOAP.k35.C788251.p1, SPADES.k55.NODE_4035_length_4402_cov_73.954911_g809_i4.p1	TRINITY_DN17514_c0_g1_i8.p1
OG0006305	TransABySS.k55.S523277.p1	TRINITY_DN33696_c0_g1_i11.p1
OG0006306	SPADES.k35.NODE_21842_length_2632_cov_79.730073_g176_i7.p1, SPADES.k25.NODE_9164_length_3436_cov_89.919378_g1699_i2.p1	TRINITY_DN3575_c0_g1_i3.p1
OG0006308	SPADES.k45.NODE_73975_length_979_cov_93.940043_g10037_i3.p1	SOAP.k55.C124991.p1
OG0006309	TRINITY_DN4799_c0_g2_i2.p1	TRINITY_DN1305_c0_g1_i17.p1
OG0006311	SPADES.k25.NODE_51491_length_1563_cov_113.782185_g17783_i0.p1, SPADES.k55.NODE_56294_length_1299_cov_64.452572_g2474_i6.p1	SOAP.k35.scaffold12519.p1
OG0006312	TRINITY_DN3091_c1_g1_i41.p1	TRINITY_DN6350_c0_g2_i1.p1
OG0006313	TransABySS.k45.S716991.p1	TRINITY_DN14604_c0_g1_i2.p1
OG0006314	TransABySS.k55.R487058.p1, SPADES.k65.NODE_3909_length_4304_cov_49.332154_g564_i2.p1	TransABySS.k35.R263497.p1
OG0006316	SPADES.k25.NODE_3919_length_4326_cov_105.550337_g1708_i0.p2	Velvet.k55.NODE_39238_length_1168_cov_71.932365.p1
OG0006317	SOAP.k65.C347133.p1	SPADES.k35.NODE_29025_length_1172_cov_83.644679_g12567_i1.p1
OG0006318	TRINITY_DN7040_c0_g2_i4.p1, SPADES.k25.NODE_12594_length_3105_cov_64.625000_g613_i3.p1	SOAP.k65.C93938.p1
OG0006319	SOAP.k65.scaffold15073.p1, SOAP.k25.scaffold42857.p1	TRINITY_DN5852_c0_g1_i7.p1
OG0006320	TRINITY_DN43873_c0_g1_i3.p1	SPADES.k25.NODE_5601_length_2769_cov_49.506195_g2806_i1.p1, TransABySS.k55.S199049.p1
OG0006322	TransABySS.k45.R602603.p1, TransABySS.k55.S538125.p1	SPADES.k45.NODE_14979_length_1794_cov_65.133791_g8882_i0.p1
OG0006323	SPADES.k65.NODE_32206_length_1936_cov_18.154463_g10780_i3.p1	SPADES.k25.NODE_15426_length_1876_cov_40.027553_g8169_i0.p1
OG0006323	TRINITY_DN72934_c0_g1_i1.p1	SPADES.k25.NODE_23156_length_1488_cov_10.788790_g11738_i0.p1
OG0006324	SPADES.k55.NODE_21974_length_2476_cov_67.615448_g6279_i2.p1, SOAP.k65.C352661.p1, SPADES.k25.NODE_116516_length_446_cov_5.513064_g55016_i0.p1, SPADES.k65.NODE_3841_length_4322_cov_50.444914_g1506_i1.p1	TRINITY_DN16017_c0_g1_i5.p1
OG0006325	TRINITY_DN3449_c0_g1_i37.p1	TRINITY_DN9663_c0_g2_i2.p1, TransABySS.k25.S358808.p1, TRINITY_DN9663_c0_g1_i3.p1
OG0006326	TransABySS.k55.R487859.p1	SPADES.k45.NODE_5510_length_2704_cov_68.520873_g3415_i0.p1
OG0006327	TRINITY_DN32470_c0_g1_i5.p1	SPADES.k65.NODE_12120_length_1844_cov_47.988758_g8023_i0.p1
OG0006329	TransABySS.k25.R1167788.p1	TRINITY_DN4039_c0_g1_i3.p1
OG0006330	TransABySS.k35.R773941.p1	SPADES.k25.NODE_805_length_4529_cov_79.230240_g483_i0.p1, TRINITY_DN137_c0_g3_i2.p1
OG0006331	SPADES.k35.NODE_12773_length_3240_cov_91.634009_g4905_i1.p1	SPADES.k35.NODE_2562_length_3399_cov_74.755351_g1603_i0.p1
OG0006332	SOAP.k65.scaffold25489.p1	TRINITY_DN3939_c0_g1_i2.p1, TRINITY_DN3939_c0_g1_i4.p1, SPADES.k65.NODE_54243_length_311_cov_19.817073_g41232_i0.p1
OG0006333	TRINITY_DN47528_c0_g1_i1.p1	Velvet.k65.NODE_22304_length_1395_cov_47.632977.p1, SPADES.k25.NODE_45498_length_720_cov_23.939568_g22765_i0.p1, TRINITY_DN26473_c0_g2_i1.p1
OG0006334	SOAP.k65.C357047.p1	TransABySS.k25.J360221.p1
OG0006335	TRINITY_DN10364_c1_g1_i2.p1	SPADES.k45.NODE_10382_length_2130_cov_75.575060_g6294_i0.p1
OG0006337	TransABySS.k55.R483890.p2	TRINITY_DN11621_c0_g2_i1.p1
OG0006339	TRINITY_DN5973_c0_g2_i1.p1	TRINITY_DN2161_c0_g1_i1.p1
OG0006340	SPADES.k55.NODE_49849_length_1468_cov_69.463553_g8076_i1.p1	SPADES.k55.NODE_27476_length_1073_cov_61.137525_g12793_i2.p1
OG0006341	TransABySS.k65.R398524.p1	SPADES.k25.NODE_2193_length_3608_cov_82.027072_g1241_i0.p1
OG0006342	SOAP.k55.C516921.p1	SPADES.k35.NODE_7687_length_2449_cov_91.729495_g4607_i1.p1, SPADES.k35.NODE_8720_length_2336_cov_93.793568_g4255_i1.p1
OG0006343	SPADES.k25.NODE_28603_length_2236_cov_96.805518_g6870_i4.p1	SPADES.k35.NODE_12015_length_2049_cov_84.664350_g7047_i0.p1
OG0006344	SPADES.k35.NODE_2427_length_5086_cov_97.763413_g1179_i0.p1	TRINITY_DN224_c0_g1_i6.p1
OG0006345	SPADES.k25.NODE_4200_length_4247_cov_50.095926_g1586_i1.p1	TRINITY_DN34510_c0_g1_i1.p1, SPADES.k25.NODE_15712_length_1858_cov_70.795963_g7529_i1.p1
OG0006346	TransABySS.k55.R489317.p1	TRINITY_DN7394_c0_g1_i1.p1
OG0006347	TransABySS.k25.S963919.p1	SPADES.k35.NODE_7451_length_2475_cov_69.539754_g2654_i1.p1
OG0006348	TRINITY_DN1849_c1_g3_i2.p1	TRINITY_DN7251_c0_g1_i2.p1
OG0006349	TransABySS.k55.S557809.p1, SOAP.k25.scaffold33130.p1	SOAP.k45.C200401.p1
OG0006350	SPADES.k25.NODE_26776_length_2307_cov_54.574058_g9771_i1.p1	SPADES.k25.NODE_59931_length_395_cov_6.778378_g35226_i0.p1
OG0006351	SPADES.k55.NODE_39184_length_1792_cov_36.078872_g9905_i3.p1, SOAP.k55.C518381.p1	SPADES.k35.NODE_3869_length_3044_cov_87.260219_g2373_i0.p1
OG0006352	SPADES.k35.NODE_47625_length_1691_cov_99.201087_g10621_i2.p1, SPADES.k25.NODE_38748_length_1896_cov_93.320150_g13716_i0.p1, TransABySS.k65.S447761.p1	SPADES.k65.NODE_24835_length_1108_cov_63.068073_g15352_i0.p1
OG0006353	TransABySS.k25.S1243207.p1, SPADES.k25.NODE_51102_length_1573_cov_110.202196_g7074_i3.p1, TRINITY_DN1740_c0_g1_i23.p1	TRINITY_DN6113_c1_g1_i4.p1
OG0006356	TransABySS.k65.S402450.p1, TransABySS.k55.S573383.p1	TRINITY_DN42297_c0_g1_i1.p1
OG0006357	TRINITY_DN3594_c0_g2_i24.p1	SPADES.k55.NODE_3688_length_2973_cov_36.952022_g268_i2.p1, TRINITY_DN3271_c0_g1_i7.p1
OG0006357	TransABySS.k45.S624369.p1	TRINITY_DN3271_c0_g1_i7.p2
OG0006358	SOAP.k35.scaffold22154.p1	TRINITY_DN28_c0_g2_i4.p1, SOAP.k45.C201643.p1
OG0006359	TRINITY_DN6412_c0_g1_i14.p1	SPADES.k35.NODE_63594_length_310_cov_29.832727_g42127_i0.p2
OG0006359	SPADES.k25.NODE_26610_length_2313_cov_103.815559_g2877_i2.p1	SPADES.k25.NODE_8280_length_2432_cov_98.499377_g2617_i1.p1
OG0006360	SPADES.k25.NODE_108713_length_538_cov_54.504873_g47929_i0.p1, SOAP.k65.C361797.p1	TRINITY_DN17041_c0_g1_i1.p1
OG0006362	SPADES.k55.NODE_3543_length_4556_cov_81.158409_g0_i31.p1	TransABySS.k55.S214577.p1
OG0006363	TRINITY_DN36160_c0_g1_i5.p1	TransABySS.k25.J357549.p1
OG0006364	TransABySS.k55.R484658.p1	TransABySS.k25.S370105.p1
